killing previous experiments...
initializing cxl memory...
I0909 19:25:40.507870 35294 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0909 19:25:40.507913 35294 Database.h:166] creating hash tables for database...
I0909 19:25:40.512441 35294 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0909 19:25:40.512603 35294 Database.h:146] district initialization finished in 0 milliseconds.
I0909 19:25:40.643704 35294 Database.h:146] customer initialization finished in 131 milliseconds.
I0909 19:25:40.661245 35294 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0909 19:25:40.729633 35294 Database.h:146] item initialization finished in 68 milliseconds.
I0909 19:25:41.012281 35294 Database.h:146] stock initialization finished in 282 milliseconds.
I0909 19:25:41.059729 35294 CXLMemory.h:25] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0909 19:25:41.059746 35294 Coordinator.h:42] Coordinator initializes 2 workers.
I0909 19:25:41.060896 35294 SundialPashaHelper.h:414] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0909 19:25:41.134187 35294 Coordinator.h:330] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0909 19:25:41.134474 35308 Coordinator.h:366] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0909 19:25:41.134493 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.134505 35294 Coordinator.h:421] Coordinator 0 connected to 1
I0909 19:25:41.134927 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.134943 35294 Coordinator.h:421] Coordinator 0 connected to 2
I0909 19:25:41.135054 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.135058 35294 Coordinator.h:421] Coordinator 0 connected to 3
I0909 19:25:41.135130 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.135134 35294 Coordinator.h:421] Coordinator 0 connected to 4
I0909 19:25:41.135195 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.135198 35294 Coordinator.h:421] Coordinator 0 connected to 5
I0909 19:25:41.135268 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.135272 35294 Coordinator.h:421] Coordinator 0 connected to 6
I0909 19:25:41.135334 35294 Socket.h:69] Disabling nagle
I0909 19:25:41.135344 35294 Coordinator.h:421] Coordinator 0 connected to 7
I0909 19:25:46.134696 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134707 35308 Coordinator.h:381] Listener accepted connection from coordinator 3
I0909 19:25:46.134719 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134721 35308 Coordinator.h:381] Listener accepted connection from coordinator 5
I0909 19:25:46.134729 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134732 35308 Coordinator.h:381] Listener accepted connection from coordinator 4
I0909 19:25:46.134737 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134739 35308 Coordinator.h:381] Listener accepted connection from coordinator 2
I0909 19:25:46.134758 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134761 35308 Coordinator.h:381] Listener accepted connection from coordinator 7
I0909 19:25:46.134925 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134928 35308 Coordinator.h:381] Listener accepted connection from coordinator 1
I0909 19:25:46.134971 35308 Socket.h:69] Disabling nagle
I0909 19:25:46.134974 35308 Coordinator.h:381] Listener accepted connection from coordinator 6
I0909 19:25:46.134976 35308 Coordinator.h:384] Listener 0 on coordinator 0 exits.
I0909 19:25:46.135082 35294 Coordinator.h:433] Coordinator 0 connected to all peers.
I0909 19:25:46.135108 35294 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0909 19:25:46.135125 35294 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0909 19:25:46.135179 35309 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0909 19:25:46.135210 35294 Coordinator.h:146] Coordinator starts to run 3 workers.
I0909 19:25:46.135221 35310 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0909 19:25:46.135282 35311 Executor.h:74] Executor 0 starts.
I0909 19:25:46.135324 35311 CXLMemory.h:25] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0909 19:25:46.135344 35313 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0909 19:25:46.135386 35312 Executor.h:74] Executor 1 starts.
I0909 19:25:46.138855 35312 CXLMemory.h:25] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0909 19:25:47.135397 35294 Coordinator.h:237] commit: 66928 abort: 4841 (347/4026/468), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 288988, avg network size: 4.31789, si_in_serializable: 0 0 %, local: 25.1942 %, local_access: 972158, local_cxl_access: 17341 (1.78376%), remote_access: 16979, remote_access_with_req: 9763 (57.5004%), data_move_in: 9628, n_data_move_out: 8629
I0909 19:25:58.136445 35294 Coordinator.h:237] commit: 63887 abort: 4632 (309/3917/406), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 273592, avg network size: 4.28244, si_in_serializable: 0 0 %, local: 25.2336 %, local_access: 921646, local_cxl_access: 16915 (1.8353%), remote_access: 16267, remote_access_with_req: 9242 (56.8144%), data_move_in: 9205, n_data_move_out: 9205
I0909 19:25:59.136530 35294 Coordinator.h:237] commit: 64682 abort: 4551 (320/3822/409), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 274460, avg network size: 4.24322, si_in_serializable: 0 0 %, local: 24.8508 %, local_access: 934812, local_cxl_access: 17297 (1.85032%), remote_access: 16226, remote_access_with_req: 9283 (57.2106%), data_move_in: 9132, n_data_move_out: 9132
I0909 19:26:00.136612 35294 Coordinator.h:237] commit: 63872 abort: 4617 (322/3870/425), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 272180, avg network size: 4.26134, si_in_serializable: 0 0 %, local: 25.4149 %, local_access: 924540, local_cxl_access: 16900 (1.82794%), remote_access: 16432, remote_access_with_req: 9205 (56.0187%), data_move_in: 9335, n_data_move_out: 9335
I0909 19:26:01.136703 35294 Coordinator.h:237] commit: 63712 abort: 4641 (358/3850/433), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 269196, avg network size: 4.2252, si_in_serializable: 0 0 %, local: 25.0644 %, local_access: 917886, local_cxl_access: 16845 (1.8352%), remote_access: 16075, remote_access_with_req: 9091 (56.5537%), data_move_in: 9108, n_data_move_out: 9108
I0909 19:26:02.136793 35294 Coordinator.h:237] commit: 63364 abort: 4570 (302/3827/441), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 271704, avg network size: 4.28799, si_in_serializable: 0 0 %, local: 25.0158 %, local_access: 918395, local_cxl_access: 16925 (1.84289%), remote_access: 16085, remote_access_with_req: 9182 (57.0842%), data_move_in: 9098, n_data_move_out: 9097
I0909 19:26:03.136885 35294 Coordinator.h:237] commit: 63111 abort: 4585 (330/3844/411), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 267996, avg network size: 4.24642, si_in_serializable: 0 0 %, local: 25.1034 %, local_access: 908907, local_cxl_access: 17241 (1.89689%), remote_access: 16059, remote_access_with_req: 9061 (56.4232%), data_move_in: 9002, n_data_move_out: 9003
I0909 19:26:04.136976 35294 Coordinator.h:237] commit: 62760 abort: 4705 (305/3975/425), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 265612, avg network size: 4.23219, si_in_serializable: 0 0 %, local: 25.086 %, local_access: 905960, local_cxl_access: 17175 (1.89578%), remote_access: 15958, remote_access_with_req: 8967 (56.1913%), data_move_in: 9077, n_data_move_out: 9077
I0909 19:26:05.137068 35294 Coordinator.h:237] commit: 62451 abort: 4506 (308/3770/428), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 269620, avg network size: 4.3173, si_in_serializable: 0 0 %, local: 25.1397 %, local_access: 904000, local_cxl_access: 17446 (1.92987%), remote_access: 15931, remote_access_with_req: 9113 (57.2029%), data_move_in: 9062, n_data_move_out: 9062
I0909 19:26:06.137158 35294 Coordinator.h:237] commit: 62634 abort: 4587 (315/3824/448), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 267376, avg network size: 4.26886, si_in_serializable: 0 0 %, local: 25.4446 %, local_access: 902924, local_cxl_access: 16538 (1.8316%), remote_access: 16114, remote_access_with_req: 9039 (56.0941%), data_move_in: 8783, n_data_move_out: 8783
I0909 19:26:07.137244 35294 Coordinator.h:237] commit: 62133 abort: 4553 (328/3801/424), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 267716, avg network size: 4.30876, si_in_serializable: 0 0 %, local: 25.2941 %, local_access: 896399, local_cxl_access: 16491 (1.83969%), remote_access: 15850, remote_access_with_req: 9035 (57.0032%), data_move_in: 8988, n_data_move_out: 8988
I0909 19:26:08.137337 35294 Coordinator.h:237] commit: 61905 abort: 4515 (303/3818/394), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 266836, avg network size: 4.31041, si_in_serializable: 0 0 %, local: 25.1579 %, local_access: 894029, local_cxl_access: 16258 (1.81851%), remote_access: 15724, remote_access_with_req: 9023 (57.3836%), data_move_in: 8875, n_data_move_out: 8875
I0909 19:26:09.137432 35294 Coordinator.h:237] commit: 61750 abort: 4469 (319/3708/442), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 264308, avg network size: 4.28029, si_in_serializable: 0 0 %, local: 25.2745 %, local_access: 894717, local_cxl_access: 16700 (1.86651%), remote_access: 15716, remote_access_with_req: 8934 (56.8465%), data_move_in: 8908, n_data_move_out: 8908
I0909 19:26:10.137523 35294 Coordinator.h:237] commit: 61775 abort: 4578 (285/3865/428), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 261848, avg network size: 4.23874, si_in_serializable: 0 0 %, local: 25.0716 %, local_access: 891240, local_cxl_access: 16269 (1.82543%), remote_access: 15685, remote_access_with_req: 8849 (56.417%), data_move_in: 8903, n_data_move_out: 8903
I0909 19:26:11.137614 35294 Coordinator.h:237] commit: 62048 abort: 4408 (307/3683/418), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 263860, avg network size: 4.25251, si_in_serializable: 0 0 %, local: 25.0886 %, local_access: 897333, local_cxl_access: 16790 (1.8711%), remote_access: 15712, remote_access_with_req: 8926 (56.8101%), data_move_in: 8829, n_data_move_out: 8829
I0909 19:26:12.137706 35294 Coordinator.h:237] commit: 61615 abort: 4553 (292/3845/416), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 259140, avg network size: 4.20579, si_in_serializable: 0 0 %, local: 24.6742 %, local_access: 892015, local_cxl_access: 16881 (1.89246%), remote_access: 15440, remote_access_with_req: 8755 (56.7034%), data_move_in: 8861, n_data_move_out: 8861
I0909 19:26:13.137799 35294 Coordinator.h:237] commit: 61226 abort: 4520 (295/3765/460), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 259772, avg network size: 4.24284, si_in_serializable: 0 0 %, local: 25.0792 %, local_access: 888441, local_cxl_access: 15820 (1.78065%), remote_access: 15605, remote_access_with_req: 8779 (56.2576%), data_move_in: 8925, n_data_move_out: 8925
I0909 19:26:14.137887 35294 Coordinator.h:237] commit: 60984 abort: 4465 (299/3727/439), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 261856, avg network size: 4.29385, si_in_serializable: 0 0 %, local: 25.1558 %, local_access: 887764, local_cxl_access: 16233 (1.82853%), remote_access: 15506, remote_access_with_req: 8852 (57.0876%), data_move_in: 8742, n_data_move_out: 8742
I0909 19:26:15.137977 35294 Coordinator.h:237] commit: 61577 abort: 4432 (337/3668/427), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 262116, avg network size: 4.25672, si_in_serializable: 0 0 %, local: 25.1896 %, local_access: 890148, local_cxl_access: 15996 (1.797%), remote_access: 15657, remote_access_with_req: 8857 (56.5689%), data_move_in: 8881, n_data_move_out: 8881
I0909 19:26:16.138067 35294 Coordinator.h:237] commit: 60822 abort: 4393 (292/3660/441), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 264072, avg network size: 4.34172, si_in_serializable: 0 0 %, local: 25.4579 %, local_access: 880534, local_cxl_access: 16747 (1.90191%), remote_access: 15679, remote_access_with_req: 8931 (56.9615%), data_move_in: 8755, n_data_move_out: 8755
I0909 19:26:17.138147 35294 Coordinator.h:237] commit: 60567 abort: 4429 (323/3699/407), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 259292, avg network size: 4.28108, si_in_serializable: 0 0 %, local: 25.0433 %, local_access: 880856, local_cxl_access: 16227 (1.84219%), remote_access: 15300, remote_access_with_req: 8770 (57.3203%), data_move_in: 8814, n_data_move_out: 8814
I0909 19:26:18.138237 35294 Coordinator.h:237] commit: 60638 abort: 4316 (301/3599/416), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 261096, avg network size: 4.30581, si_in_serializable: 0 0 %, local: 25.2185 %, local_access: 879617, local_cxl_access: 15908 (1.80851%), remote_access: 15490, remote_access_with_req: 8835 (57.0368%), data_move_in: 8785, n_data_move_out: 8785
I0909 19:26:19.138329 35294 Coordinator.h:237] commit: 60809 abort: 4464 (298/3765/401), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 256692, avg network size: 4.22128, si_in_serializable: 0 0 %, local: 25.0769 %, local_access: 875995, local_cxl_access: 15947 (1.82044%), remote_access: 15401, remote_access_with_req: 8678 (56.347%), data_move_in: 8630, n_data_move_out: 8630
I0909 19:26:20.138425 35294 Coordinator.h:237] commit: 60833 abort: 4438 (300/3712/426), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 258920, avg network size: 4.25624, si_in_serializable: 0 0 %, local: 25.0193 %, local_access: 875305, local_cxl_access: 15647 (1.78761%), remote_access: 15437, remote_access_with_req: 8744 (56.6431%), data_move_in: 8791, n_data_move_out: 8791
I0909 19:26:21.138520 35294 Coordinator.h:237] commit: 59956 abort: 4469 (306/3707/456), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 259364, avg network size: 4.32591, si_in_serializable: 0 0 %, local: 25.1101 %, local_access: 870390, local_cxl_access: 15822 (1.81781%), remote_access: 15260, remote_access_with_req: 8769 (57.464%), data_move_in: 8750, n_data_move_out: 8750
