killing previous experiments...
initializing cxl memory...
I0912 17:46:56.355921 64626 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0912 17:46:56.355964 64626 Database.h:166] creating hash tables for database...
I0912 17:46:56.360584 64626 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0912 17:46:56.360761 64626 Database.h:146] district initialization finished in 0 milliseconds.
I0912 17:46:56.492671 64626 Database.h:146] customer initialization finished in 131 milliseconds.
I0912 17:46:56.510118 64626 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0912 17:46:56.578783 64626 Database.h:146] item initialization finished in 68 milliseconds.
I0912 17:46:56.863323 64626 Database.h:146] stock initialization finished in 284 milliseconds.
I0912 17:46:56.910902 64626 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0912 17:46:56.910919 64626 Coordinator.h:42] Coordinator initializes 2 workers.
I0912 17:46:56.912081 64626 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0912 17:46:56.950183 64626 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 4087 Bytes)
I0912 17:46:56.950459 64640 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0912 17:46:56.950520 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.950531 64626 Coordinator.h:423] Coordinator 0 connected to 1
I0912 17:46:56.950646 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.950655 64626 Coordinator.h:423] Coordinator 0 connected to 2
I0912 17:46:56.951004 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951016 64626 Coordinator.h:423] Coordinator 0 connected to 3
I0912 17:46:56.951118 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951122 64626 Coordinator.h:423] Coordinator 0 connected to 4
I0912 17:46:56.951190 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951202 64626 Coordinator.h:423] Coordinator 0 connected to 5
I0912 17:46:56.951283 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951287 64626 Coordinator.h:423] Coordinator 0 connected to 6
I0912 17:46:56.951359 64626 Socket.h:69] Disabling nagle
I0912 17:46:56.951362 64626 Coordinator.h:423] Coordinator 0 connected to 7
I0912 17:47:01.950698 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950714 64640 Coordinator.h:383] Listener accepted connection from coordinator 3
I0912 17:47:01.950739 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950742 64640 Coordinator.h:383] Listener accepted connection from coordinator 4
I0912 17:47:01.950748 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950750 64640 Coordinator.h:383] Listener accepted connection from coordinator 5
I0912 17:47:01.950755 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950758 64640 Coordinator.h:383] Listener accepted connection from coordinator 7
I0912 17:47:01.950763 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950767 64640 Coordinator.h:383] Listener accepted connection from coordinator 1
I0912 17:47:01.950771 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950773 64640 Coordinator.h:383] Listener accepted connection from coordinator 6
I0912 17:47:01.950978 64640 Socket.h:69] Disabling nagle
I0912 17:47:01.950980 64640 Coordinator.h:383] Listener accepted connection from coordinator 2
I0912 17:47:01.950982 64640 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0912 17:47:01.951066 64626 Coordinator.h:435] Coordinator 0 connected to all peers.
I0912 17:47:01.951092 64626 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0912 17:47:01.951107 64626 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0912 17:47:01.951172 64641 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0912 17:47:01.951215 64626 Coordinator.h:146] Coordinator starts to run 3 workers.
I0912 17:47:01.951237 64642 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0912 17:47:01.951275 64643 Executor.h:74] Executor 0 starts.
I0912 17:47:01.951308 64643 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0912 17:47:01.951355 64645 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0912 17:47:01.951406 64644 Executor.h:74] Executor 1 starts.
I0912 17:47:01.951421 64644 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0912 17:47:02.951417 64626 Coordinator.h:237] commit: 80705 abort: 4986 (402/4156/428), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 154496, avg network size: 1.91433, si_in_serializable: 0 0 %, local: 12.6076 %, local_access: 1168004, local_cxl_access: 54559 (4.67113%), remote_access: 10170, remote_access_with_req: 5228 (51.4061%), data_move_in: 5316, n_data_move_out: 0
I0912 17:47:22.953284 64626 Coordinator.h:237] commit: 85051 abort: 4656 (405/3927/324), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 45368, avg network size: 0.533421, si_in_serializable: 0 0 %, local: 12.7135 %, local_access: 1227696, local_cxl_access: 368410 (30.0082%), remote_access: 10709, remote_access_with_req: 1550 (14.4738%), data_move_in: 1542, n_data_move_out: 0
I0912 17:47:23.953372 64626 Coordinator.h:237] commit: 86094 abort: 4602 (411/3882/309), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 42408, avg network size: 0.492578, si_in_serializable: 0 0 %, local: 12.6002 %, local_access: 1236680, local_cxl_access: 374522 (30.2845%), remote_access: 10707, remote_access_with_req: 1450 (13.5425%), data_move_in: 1504, n_data_move_out: 0
I0912 17:47:24.953460 64626 Coordinator.h:237] commit: 85576 abort: 4559 (422/3826/311), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 41060, avg network size: 0.479807, si_in_serializable: 0 0 %, local: 12.5666 %, local_access: 1233426, local_cxl_access: 377608 (30.6146%), remote_access: 10612, remote_access_with_req: 1400 (13.1926%), data_move_in: 1405, n_data_move_out: 0
I0912 17:47:25.953549 64626 Coordinator.h:237] commit: 85844 abort: 4620 (414/3867/339), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 40560, avg network size: 0.472485, si_in_serializable: 0 0 %, local: 12.4272 %, local_access: 1235512, local_cxl_access: 380639 (30.8082%), remote_access: 10546, remote_access_with_req: 1388 (13.1614%), data_move_in: 1363, n_data_move_out: 0
I0912 17:47:26.953644 64626 Coordinator.h:237] commit: 85539 abort: 4577 (425/3822/330), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 40268, avg network size: 0.470756, si_in_serializable: 0 0 %, local: 12.7018 %, local_access: 1234757, local_cxl_access: 384004 (31.0996%), remote_access: 10693, remote_access_with_req: 1375 (12.8589%), data_move_in: 1373, n_data_move_out: 0
I0912 17:47:27.953738 64626 Coordinator.h:237] commit: 85843 abort: 4661 (393/3912/356), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36728, avg network size: 0.427851, si_in_serializable: 0 0 %, local: 12.5951 %, local_access: 1234206, local_cxl_access: 386577 (31.3219%), remote_access: 10702, remote_access_with_req: 1256 (11.7361%), data_move_in: 1311, n_data_move_out: 0
I0912 17:47:28.953833 64626 Coordinator.h:237] commit: 85298 abort: 4609 (437/3849/323), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 40016, avg network size: 0.469132, si_in_serializable: 0 0 %, local: 12.692 %, local_access: 1228244, local_cxl_access: 388285 (31.613%), remote_access: 10687, remote_access_with_req: 1368 (12.8006%), data_move_in: 1244, n_data_move_out: 0
I0912 17:47:29.953925 64626 Coordinator.h:237] commit: 85556 abort: 4606 (421/3889/296), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36768, avg network size: 0.429754, si_in_serializable: 0 0 %, local: 12.5836 %, local_access: 1232142, local_cxl_access: 391615 (31.7833%), remote_access: 10586, remote_access_with_req: 1255 (11.8553%), data_move_in: 1194, n_data_move_out: 0
I0912 17:47:30.954017 64626 Coordinator.h:237] commit: 85857 abort: 4594 (460/3835/299), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33644, avg network size: 0.391861, si_in_serializable: 0 0 %, local: 12.4789 %, local_access: 1237040, local_cxl_access: 396092 (32.0193%), remote_access: 10550, remote_access_with_req: 1150 (10.9005%), data_move_in: 1205, n_data_move_out: 0
I0912 17:47:31.954366 64626 Coordinator.h:237] commit: 85832 abort: 4597 (458/3816/323), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 35280, avg network size: 0.411036, si_in_serializable: 0 0 %, local: 12.6573 %, local_access: 1236641, local_cxl_access: 397560 (32.1484%), remote_access: 10778, remote_access_with_req: 1204 (11.1709%), data_move_in: 1144, n_data_move_out: 0
I0912 17:47:32.954465 64626 Coordinator.h:237] commit: 85828 abort: 4580 (454/3809/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 35660, avg network size: 0.415482, si_in_serializable: 0 0 %, local: 12.5845 %, local_access: 1233740, local_cxl_access: 399063 (32.3458%), remote_access: 10654, remote_access_with_req: 1221 (11.4605%), data_move_in: 1147, n_data_move_out: 0
I0912 17:47:33.954561 64626 Coordinator.h:237] commit: 85933 abort: 4585 (406/3845/334), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33044, avg network size: 0.384532, si_in_serializable: 0 0 %, local: 12.6319 %, local_access: 1237729, local_cxl_access: 403185 (32.5746%), remote_access: 10709, remote_access_with_req: 1131 (10.5612%), data_move_in: 1109, n_data_move_out: 0
I0912 17:47:34.954926 64626 Coordinator.h:237] commit: 85682 abort: 4574 (402/3867/305), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 32036, avg network size: 0.373894, si_in_serializable: 0 0 %, local: 12.4285 %, local_access: 1230761, local_cxl_access: 402584 (32.7102%), remote_access: 10572, remote_access_with_req: 1097 (10.3765%), data_move_in: 1131, n_data_move_out: 0
I0912 17:47:35.955319 64626 Coordinator.h:237] commit: 85732 abort: 4513 (396/3816/301), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31972, avg network size: 0.37293, si_in_serializable: 0 0 %, local: 12.5449 %, local_access: 1239122, local_cxl_access: 408655 (32.9794%), remote_access: 10601, remote_access_with_req: 1097 (10.3481%), data_move_in: 1088, n_data_move_out: 0
I0912 17:47:36.955641 64626 Coordinator.h:237] commit: 85466 abort: 4616 (449/3852/315), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31436, avg network size: 0.367819, si_in_serializable: 0 0 %, local: 12.4143 %, local_access: 1230956, local_cxl_access: 406679 (33.0377%), remote_access: 10440, remote_access_with_req: 1076 (10.3065%), data_move_in: 1038, n_data_move_out: 0
