killing previous experiments...
initializing cxl memory...
I0912 17:38:44.159920 64061 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0912 17:38:44.159965 64061 Database.h:166] creating hash tables for database...
I0912 17:38:44.164618 64061 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0912 17:38:44.164868 64061 Database.h:146] district initialization finished in 0 milliseconds.
I0912 17:38:44.296938 64061 Database.h:146] customer initialization finished in 132 milliseconds.
I0912 17:38:44.314452 64061 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0912 17:38:44.382531 64061 Database.h:146] item initialization finished in 68 milliseconds.
I0912 17:38:44.667973 64061 Database.h:146] stock initialization finished in 285 milliseconds.
I0912 17:38:44.715704 64061 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0912 17:38:44.715721 64061 Coordinator.h:42] Coordinator initializes 2 workers.
I0912 17:38:44.717003 64061 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0912 17:38:44.755127 64061 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 4087 Bytes)
I0912 17:38:44.755453 64075 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0912 17:38:44.755860 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.755877 64061 Coordinator.h:423] Coordinator 0 connected to 1
I0912 17:38:44.756074 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756080 64061 Coordinator.h:423] Coordinator 0 connected to 2
I0912 17:38:44.756218 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756224 64061 Coordinator.h:423] Coordinator 0 connected to 3
I0912 17:38:44.756517 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756523 64061 Coordinator.h:423] Coordinator 0 connected to 4
I0912 17:38:44.756661 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756666 64061 Coordinator.h:423] Coordinator 0 connected to 5
I0912 17:38:44.756811 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756816 64061 Coordinator.h:423] Coordinator 0 connected to 6
I0912 17:38:44.756953 64061 Socket.h:69] Disabling nagle
I0912 17:38:44.756959 64061 Coordinator.h:423] Coordinator 0 connected to 7
I0912 17:38:49.755666 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755676 64075 Coordinator.h:383] Listener accepted connection from coordinator 1
I0912 17:38:49.755683 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755686 64075 Coordinator.h:383] Listener accepted connection from coordinator 2
I0912 17:38:49.755692 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755694 64075 Coordinator.h:383] Listener accepted connection from coordinator 4
I0912 17:38:49.755700 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755702 64075 Coordinator.h:383] Listener accepted connection from coordinator 3
I0912 17:38:49.755955 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755959 64075 Coordinator.h:383] Listener accepted connection from coordinator 5
I0912 17:38:49.755965 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755967 64075 Coordinator.h:383] Listener accepted connection from coordinator 6
I0912 17:38:49.755990 64075 Socket.h:69] Disabling nagle
I0912 17:38:49.755993 64075 Coordinator.h:383] Listener accepted connection from coordinator 7
I0912 17:38:49.755995 64075 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0912 17:38:49.756078 64061 Coordinator.h:435] Coordinator 0 connected to all peers.
I0912 17:38:49.756156 64061 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0912 17:38:49.756224 64061 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0912 17:38:49.756332 64076 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0912 17:38:49.756417 64061 Coordinator.h:146] Coordinator starts to run 3 workers.
I0912 17:38:49.756451 64077 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0912 17:38:49.756582 64078 Executor.h:74] Executor 0 starts.
I0912 17:38:49.756623 64078 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0912 17:38:49.756644 64080 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0912 17:38:49.756683 64079 Executor.h:74] Executor 1 starts.
I0912 17:38:49.756707 64079 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0912 17:38:50.756704 64061 Coordinator.h:237] commit: 72183 abort: 5262 (341/4456/465), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 232180, avg network size: 3.21655, si_in_serializable: 0 0 %, local: 12.539 %, local_access: 1047762, local_cxl_access: 296 (0.0282507%), remote_access: 9146, remote_access_with_req: 7664 (83.7962%), data_move_in: 7726, n_data_move_out: 7708
I0912 17:39:01.757777 64061 Coordinator.h:237] commit: 71115 abort: 5363 (385/4516/462), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 224708, avg network size: 3.15978, si_in_serializable: 0 0 %, local: 12.4221 %, local_access: 1032088, local_cxl_access: 310 (0.0300362%), remote_access: 9003, remote_access_with_req: 7415 (82.3614%), data_move_in: 7532, n_data_move_out: 7534
I0912 17:39:02.757869 64061 Coordinator.h:237] commit: 71402 abort: 5160 (338/4423/399), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 228028, avg network size: 3.19358, si_in_serializable: 0 0 %, local: 12.4744 %, local_access: 1038652, local_cxl_access: 301 (0.0289799%), remote_access: 9018, remote_access_with_req: 7533 (83.5329%), data_move_in: 7612, n_data_move_out: 7614
I0912 17:39:03.757958 64061 Coordinator.h:237] commit: 71195 abort: 5192 (324/4434/434), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225904, avg network size: 3.17303, si_in_serializable: 0 0 %, local: 12.404 %, local_access: 1032462, local_cxl_access: 256 (0.0247951%), remote_access: 9005, remote_access_with_req: 7458 (82.8207%), data_move_in: 7543, n_data_move_out: 7544
I0912 17:39:04.758054 64061 Coordinator.h:237] commit: 71037 abort: 5186 (379/4360/447), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225136, avg network size: 3.16928, si_in_serializable: 0 0 %, local: 12.3626 %, local_access: 1036853, local_cxl_access: 296 (0.0285479%), remote_access: 8924, remote_access_with_req: 7435 (83.3147%), data_move_in: 7546, n_data_move_out: 7542
I0912 17:39:05.758141 64061 Coordinator.h:237] commit: 70444 abort: 5197 (357/4447/393), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225924, avg network size: 3.20714, si_in_serializable: 0 0 %, local: 12.5291 %, local_access: 1023174, local_cxl_access: 252 (0.0246292%), remote_access: 8978, remote_access_with_req: 7452 (83.0029%), data_move_in: 7459, n_data_move_out: 7458
I0912 17:39:06.758229 64061 Coordinator.h:237] commit: 69931 abort: 5094 (350/4306/438), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 229520, avg network size: 3.28209, si_in_serializable: 0 0 %, local: 12.7812 %, local_access: 1013657, local_cxl_access: 273 (0.0269322%), remote_access: 9061, remote_access_with_req: 7575 (83.6%), data_move_in: 7278, n_data_move_out: 7283
I0912 17:39:07.758322 64061 Coordinator.h:237] commit: 70091 abort: 5125 (361/4378/386), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 229356, avg network size: 3.27226, si_in_serializable: 0 0 %, local: 12.7777 %, local_access: 1020353, local_cxl_access: 305 (0.0298916%), remote_access: 9058, remote_access_with_req: 7577 (83.6498%), data_move_in: 7458, n_data_move_out: 7455
I0912 17:39:08.758427 64061 Coordinator.h:237] commit: 70187 abort: 5137 (348/4354/435), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 227032, avg network size: 3.23467, si_in_serializable: 0 0 %, local: 12.5664 %, local_access: 1020353, local_cxl_access: 296 (0.0290096%), remote_access: 8950, remote_access_with_req: 7490 (83.6872%), data_move_in: 7420, n_data_move_out: 7422
I0912 17:39:09.758522 64061 Coordinator.h:237] commit: 70358 abort: 5111 (342/4349/420), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 229432, avg network size: 3.26092, si_in_serializable: 0 0 %, local: 12.7491 %, local_access: 1019112, local_cxl_access: 308 (0.0302224%), remote_access: 9082, remote_access_with_req: 7574 (83.3957%), data_move_in: 7316, n_data_move_out: 7315
I0912 17:39:10.758611 64061 Coordinator.h:237] commit: 69720 abort: 5131 (346/4366/419), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 229060, avg network size: 3.28543, si_in_serializable: 0 0 %, local: 12.7166 %, local_access: 1010839, local_cxl_access: 279 (0.0276008%), remote_access: 9027, remote_access_with_req: 7560 (83.7488%), data_move_in: 7397, n_data_move_out: 7396
I0912 17:39:11.758702 64061 Coordinator.h:237] commit: 70370 abort: 5057 (333/4283/441), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225144, avg network size: 3.19943, si_in_serializable: 0 0 %, local: 12.4712 %, local_access: 1018115, local_cxl_access: 314 (0.0308413%), remote_access: 8897, remote_access_with_req: 7431 (83.5225%), data_move_in: 7392, n_data_move_out: 7393
I0912 17:39:12.758788 64061 Coordinator.h:237] commit: 69757 abort: 5151 (343/4375/433), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225292, avg network size: 3.22967, si_in_serializable: 0 0 %, local: 12.7758 %, local_access: 1014157, local_cxl_access: 238 (0.0234678%), remote_access: 9015, remote_access_with_req: 7440 (82.5291%), data_move_in: 7438, n_data_move_out: 7436
I0912 17:39:13.758880 64061 Coordinator.h:237] commit: 70866 abort: 5052 (335/4280/437), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 220272, avg network size: 3.10829, si_in_serializable: 0 0 %, local: 12.2513 %, local_access: 1028966, local_cxl_access: 235 (0.0228385%), remote_access: 8769, remote_access_with_req: 7270 (82.9057%), data_move_in: 7541, n_data_move_out: 7542
I0912 17:39:14.758963 64061 Coordinator.h:237] commit: 69242 abort: 5133 (320/4374/439), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 226872, avg network size: 3.27651, si_in_serializable: 0 0 %, local: 12.7524 %, local_access: 1002517, local_cxl_access: 280 (0.0279297%), remote_access: 8996, remote_access_with_req: 7485 (83.2036%), data_move_in: 7443, n_data_move_out: 7444
I0912 17:39:15.759044 64061 Coordinator.h:237] commit: 69858 abort: 5054 (342/4262/450), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 225408, avg network size: 3.22666, si_in_serializable: 0 0 %, local: 12.6142 %, local_access: 1016153, local_cxl_access: 299 (0.0294247%), remote_access: 8916, remote_access_with_req: 7450 (83.5576%), data_move_in: 7321, n_data_move_out: 7321
I0912 17:39:16.759132 64061 Coordinator.h:237] commit: 69402 abort: 5304 (370/4474/460), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 223916, avg network size: 3.22636, si_in_serializable: 0 0 %, local: 12.5933 %, local_access: 1009729, local_cxl_access: 265 (0.0262447%), remote_access: 9032, remote_access_with_req: 7392 (81.8423%), data_move_in: 7343, n_data_move_out: 7343
I0912 17:39:17.759227 64061 Coordinator.h:237] commit: 69827 abort: 5081 (306/4328/447), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 224284, avg network size: 3.212, si_in_serializable: 0 0 %, local: 12.4422 %, local_access: 1015577, local_cxl_access: 276 (0.0271767%), remote_access: 8861, remote_access_with_req: 7402 (83.5346%), data_move_in: 7430, n_data_move_out: 7431
I0912 17:39:18.759317 64061 Coordinator.h:237] commit: 70027 abort: 5001 (358/4280/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 223524, avg network size: 3.19197, si_in_serializable: 0 0 %, local: 12.568 %, local_access: 1013456, local_cxl_access: 271 (0.0267402%), remote_access: 8923, remote_access_with_req: 7379 (82.6964%), data_move_in: 7439, n_data_move_out: 7439
I0912 17:39:19.759408 64061 Coordinator.h:237] commit: 69208 abort: 5245 (386/4389/470), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 222104, avg network size: 3.20922, si_in_serializable: 0 0 %, local: 12.5506 %, local_access: 1008395, local_cxl_access: 291 (0.0288577%), remote_access: 8959, remote_access_with_req: 7331 (81.8283%), data_move_in: 7337, n_data_move_out: 7334
I0912 17:39:20.759500 64061 Coordinator.h:237] commit: 68885 abort: 5164 (337/4381/446), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 223540, avg network size: 3.24512, si_in_serializable: 0 0 %, local: 12.5993 %, local_access: 999038, local_cxl_access: 292 (0.0292281%), remote_access: 8816, remote_access_with_req: 7381 (83.7228%), data_move_in: 7439, n_data_move_out: 7442
I0912 17:39:21.759589 64061 Coordinator.h:237] commit: 69364 abort: 5045 (325/4324/396), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 226136, avg network size: 3.26013, si_in_serializable: 0 0 %, local: 12.6925 %, local_access: 1003235, local_cxl_access: 251 (0.0250191%), remote_access: 8939, remote_access_with_req: 7461 (83.4657%), data_move_in: 7299, n_data_move_out: 7296
I0912 17:39:22.759683 64061 Coordinator.h:237] commit: 69270 abort: 5101 (336/4325/440), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 224968, avg network size: 3.2477, si_in_serializable: 0 0 %, local: 12.587 %, local_access: 1005233, local_cxl_access: 272 (0.0270584%), remote_access: 8924, remote_access_with_req: 7429 (83.2474%), data_move_in: 7428, n_data_move_out: 7431
I0912 17:39:23.759781 64061 Coordinator.h:237] commit: 68932 abort: 5035 (334/4210/491), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 224644, avg network size: 3.25892, si_in_serializable: 0 0 %, local: 12.656 %, local_access: 1002568, local_cxl_access: 251 (0.0250357%), remote_access: 8846, remote_access_with_req: 7412 (83.7893%), data_move_in: 7460, n_data_move_out: 7457
I0912 17:39:24.759873 64061 Coordinator.h:237] commit: 69473 abort: 5153 (346/4378/429), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 220148, avg network size: 3.16883, si_in_serializable: 0 0 %, local: 12.4552 %, local_access: 1010073, local_cxl_access: 290 (0.0287108%), remote_access: 8735, remote_access_with_req: 7268 (83.2055%), data_move_in: 7228, n_data_move_out: 7228
