killing previous experiments...
initializing cxl memory...
I0917 06:15:03.908389 108180 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0917 06:15:03.908432 108180 Database.h:166] creating hash tables for database...
I0917 06:15:03.913162 108180 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0917 06:15:03.913389 108180 Database.h:146] district initialization finished in 0 milliseconds.
I0917 06:15:04.045353 108180 Database.h:146] customer initialization finished in 131 milliseconds.
I0917 06:15:04.063189 108180 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0917 06:15:04.131042 108180 Database.h:146] item initialization finished in 67 milliseconds.
I0917 06:15:04.410171 108180 Database.h:146] stock initialization finished in 279 milliseconds.
I0917 06:15:04.458019 108180 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0917 06:15:04.458037 108180 Coordinator.h:42] Coordinator initializes 2 workers.
I0917 06:15:04.459283 108180 SundialPashaHelper.h:421] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0917 06:15:04.459508 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.460157 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.460808 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.461453 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.462109 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.462790 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.463464 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.464126 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.464778 108180 Coordinator.h:336] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0917 06:15:04.465010 108194 Coordinator.h:372] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0917 06:15:04.465446 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465462 108180 Coordinator.h:427] Coordinator 0 connected to 1
I0917 06:15:04.465649 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465662 108180 Coordinator.h:427] Coordinator 0 connected to 2
I0917 06:15:04.465776 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465781 108180 Coordinator.h:427] Coordinator 0 connected to 3
I0917 06:15:04.465907 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465912 108180 Coordinator.h:427] Coordinator 0 connected to 4
I0917 06:15:04.466041 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466046 108180 Coordinator.h:427] Coordinator 0 connected to 5
I0917 06:15:04.466158 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466163 108180 Coordinator.h:427] Coordinator 0 connected to 6
I0917 06:15:04.466305 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466310 108180 Coordinator.h:427] Coordinator 0 connected to 7
I0917 06:15:09.465286 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465313 108194 Coordinator.h:387] Listener accepted connection from coordinator 3
I0917 06:15:09.465327 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465329 108194 Coordinator.h:387] Listener accepted connection from coordinator 5
I0917 06:15:09.465335 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465338 108194 Coordinator.h:387] Listener accepted connection from coordinator 7
I0917 06:15:09.465344 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465346 108194 Coordinator.h:387] Listener accepted connection from coordinator 2
I0917 06:15:09.465353 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465355 108194 Coordinator.h:387] Listener accepted connection from coordinator 4
I0917 06:15:09.465545 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465548 108194 Coordinator.h:387] Listener accepted connection from coordinator 1
I0917 06:15:09.465582 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465585 108194 Coordinator.h:387] Listener accepted connection from coordinator 6
I0917 06:15:09.465587 108194 Coordinator.h:390] Listener 0 on coordinator 0 exits.
I0917 06:15:09.465682 108180 Coordinator.h:439] Coordinator 0 connected to all peers.
I0917 06:15:09.465698 108180 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0917 06:15:09.465721 108180 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0917 06:15:09.465778 108195 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0917 06:15:09.465812 108180 Coordinator.h:146] Coordinator starts to run 3 workers.
I0917 06:15:09.465837 108196 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0917 06:15:09.465867 108197 Executor.h:74] Executor 0 starts.
I0917 06:15:09.465900 108197 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0917 06:15:09.465965 108199 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0917 06:15:09.466009 108198 Executor.h:74] Executor 1 starts.
I0917 06:15:09.466023 108198 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0917 06:15:10.466024 108180 Coordinator.h:237] commit: 81184 abort: 5099 (378/4291/430), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 152872, avg network size: 1.88303, si_in_serializable: 0 0 %, local: 12.2463 %, local_access: 1176356, local_cxl_access: 55658 (4.73139%), remote_access: 9974, remote_access_with_req: 5170 (51.8348%), data_move_in: 5152, n_data_move_out: 0
I0917 06:15:22.467130 108180 Coordinator.h:237] commit: 81724 abort: 4789 (367/4048/374), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 103196, avg network size: 1.26274, si_in_serializable: 0 0 %, local: 12.5336 %, local_access: 1176293, local_cxl_access: 196963 (16.7444%), remote_access: 10219, remote_access_with_req: 3501 (34.2597%), data_move_in: 3432, n_data_move_out: 3398
I0917 06:15:23.467207 108180 Coordinator.h:237] commit: 81481 abort: 4698 (391/3940/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 101892, avg network size: 1.2505, si_in_serializable: 0 0 %, local: 12.7625 %, local_access: 1177327, local_cxl_access: 199039 (16.906%), remote_access: 10291, remote_access_with_req: 3454 (33.5633%), data_move_in: 3448, n_data_move_out: 3394
I0917 06:15:24.467295 108180 Coordinator.h:237] commit: 81472 abort: 4789 (391/4068/330), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 100900, avg network size: 1.23846, si_in_serializable: 0 0 %, local: 12.635 %, local_access: 1178302, local_cxl_access: 198479 (16.8445%), remote_access: 10208, remote_access_with_req: 3433 (33.6305%), data_move_in: 3459, n_data_move_out: 3523
I0917 06:15:25.467376 108180 Coordinator.h:237] commit: 81649 abort: 4825 (421/4032/372), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98820, avg network size: 1.2103, si_in_serializable: 0 0 %, local: 12.4484 %, local_access: 1183974, local_cxl_access: 200952 (16.9727%), remote_access: 10101, remote_access_with_req: 3353 (33.1947%), data_move_in: 3461, n_data_move_out: 3464
I0917 06:15:26.467464 108180 Coordinator.h:237] commit: 81174 abort: 4823 (397/4098/328), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98568, avg network size: 1.21428, si_in_serializable: 0 0 %, local: 12.4609 %, local_access: 1172936, local_cxl_access: 200417 (17.0868%), remote_access: 10015, remote_access_with_req: 3336 (33.31%), data_move_in: 3295, n_data_move_out: 3241
I0917 06:15:27.467543 108180 Coordinator.h:237] commit: 80927 abort: 4704 (381/3936/387), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 100496, avg network size: 1.24181, si_in_serializable: 0 0 %, local: 12.4248 %, local_access: 1177200, local_cxl_access: 200524 (17.034%), remote_access: 10017, remote_access_with_req: 3414 (34.0821%), data_move_in: 3315, n_data_move_out: 3371
I0917 06:15:28.467620 108180 Coordinator.h:237] commit: 81036 abort: 4794 (426/4004/364), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99924, avg network size: 1.23308, si_in_serializable: 0 0 %, local: 12.5475 %, local_access: 1172220, local_cxl_access: 196479 (16.7613%), remote_access: 10108, remote_access_with_req: 3396 (33.5972%), data_move_in: 3379, n_data_move_out: 3393
I0917 06:15:29.467706 108180 Coordinator.h:237] commit: 81255 abort: 4707 (421/3910/376), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 102420, avg network size: 1.26048, si_in_serializable: 0 0 %, local: 12.6663 %, local_access: 1173043, local_cxl_access: 196450 (16.747%), remote_access: 10255, remote_access_with_req: 3479 (33.9249%), data_move_in: 3349, n_data_move_out: 3315
I0917 06:15:30.467789 108180 Coordinator.h:237] commit: 81144 abort: 4710 (398/3948/364), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99636, avg network size: 1.22789, si_in_serializable: 0 0 %, local: 12.5924 %, local_access: 1174929, local_cxl_access: 199640 (16.9917%), remote_access: 10116, remote_access_with_req: 3387 (33.4816%), data_move_in: 3361, n_data_move_out: 3304
I0917 06:15:31.467875 108180 Coordinator.h:237] commit: 81019 abort: 4713 (390/3955/368), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96864, avg network size: 1.19557, si_in_serializable: 0 0 %, local: 12.5403 %, local_access: 1176003, local_cxl_access: 200514 (17.0505%), remote_access: 10012, remote_access_with_req: 3289 (32.8506%), data_move_in: 3303, n_data_move_out: 3349
I0917 06:15:32.467964 108180 Coordinator.h:237] commit: 81201 abort: 4745 (432/3952/361), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98512, avg network size: 1.21319, si_in_serializable: 0 0 %, local: 12.5466 %, local_access: 1174450, local_cxl_access: 200619 (17.082%), remote_access: 10158, remote_access_with_req: 3345 (32.9297%), data_move_in: 3355, n_data_move_out: 3367
I0917 06:15:33.468053 108180 Coordinator.h:237] commit: 80459 abort: 4710 (402/3923/385), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98832, avg network size: 1.22835, si_in_serializable: 0 0 %, local: 12.5294 %, local_access: 1166392, local_cxl_access: 199476 (17.102%), remote_access: 10014, remote_access_with_req: 3356 (33.5131%), data_move_in: 3468, n_data_move_out: 3422
I0917 06:15:34.468142 108180 Coordinator.h:237] commit: 80657 abort: 4729 (408/3962/359), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98572, avg network size: 1.22211, si_in_serializable: 0 0 %, local: 12.5284 %, local_access: 1166168, local_cxl_access: 197772 (16.9591%), remote_access: 10046, remote_access_with_req: 3342 (33.267%), data_move_in: 3316, n_data_move_out: 3341
I0917 06:15:35.468226 108180 Coordinator.h:237] commit: 80321 abort: 4687 (398/3927/362), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 101076, avg network size: 1.2584, si_in_serializable: 0 0 %, local: 12.6617 %, local_access: 1160770, local_cxl_access: 194920 (16.7923%), remote_access: 10153, remote_access_with_req: 3430 (33.7831%), data_move_in: 3401, n_data_move_out: 3393
I0917 06:15:36.468304 108180 Coordinator.h:237] commit: 80700 abort: 4574 (396/3818/360), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 102096, avg network size: 1.26513, si_in_serializable: 0 0 %, local: 12.6691 %, local_access: 1166314, local_cxl_access: 197000 (16.8908%), remote_access: 10204, remote_access_with_req: 3467 (33.9769%), data_move_in: 3343, n_data_move_out: 3357
I0917 06:15:37.468389 108180 Coordinator.h:237] commit: 80386 abort: 4655 (376/3931/348), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99996, avg network size: 1.24395, si_in_serializable: 0 0 %, local: 12.7286 %, local_access: 1160047, local_cxl_access: 197018 (16.9836%), remote_access: 10193, remote_access_with_req: 3394 (33.2974%), data_move_in: 3360, n_data_move_out: 3360
I0917 06:15:38.468478 108180 Coordinator.h:237] commit: 80878 abort: 4651 (386/3946/319), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96052, avg network size: 1.18762, si_in_serializable: 0 0 %, local: 12.5362 %, local_access: 1166799, local_cxl_access: 199832 (17.1265%), remote_access: 10084, remote_access_with_req: 3253 (32.259%), data_move_in: 3395, n_data_move_out: 3374
I0917 06:15:39.468560 108180 Coordinator.h:237] commit: 80285 abort: 4786 (417/4029/340), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97544, avg network size: 1.21497, si_in_serializable: 0 0 %, local: 12.4843 %, local_access: 1160880, local_cxl_access: 199138 (17.1541%), remote_access: 9966, remote_access_with_req: 3309 (33.2029%), data_move_in: 3328, n_data_move_out: 3360
I0917 06:15:40.468647 108180 Coordinator.h:237] commit: 80427 abort: 4731 (389/3995/347), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99348, avg network size: 1.23526, si_in_serializable: 0 0 %, local: 12.5716 %, local_access: 1155186, local_cxl_access: 197547 (17.1009%), remote_access: 10065, remote_access_with_req: 3373 (33.5122%), data_move_in: 3290, n_data_move_out: 3276
I0917 06:15:41.468732 108180 Coordinator.h:237] commit: 79948 abort: 4737 (415/3955/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98460, avg network size: 1.23155, si_in_serializable: 0 0 %, local: 12.6407 %, local_access: 1155836, local_cxl_access: 196266 (16.9804%), remote_access: 10109, remote_access_with_req: 3341 (33.0498%), data_move_in: 3306, n_data_move_out: 3323
