killing previous experiments...
initializing cxl memory...
I0911 22:08:41.868461 51316 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0911 22:08:41.868505 51316 Database.h:166] creating hash tables for database...
I0911 22:08:41.873229 51316 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0911 22:08:41.873462 51316 Database.h:146] district initialization finished in 0 milliseconds.
I0911 22:08:42.005661 51316 Database.h:146] customer initialization finished in 132 milliseconds.
I0911 22:08:42.023308 51316 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0911 22:08:42.091848 51316 Database.h:146] item initialization finished in 68 milliseconds.
I0911 22:08:42.373875 51316 Database.h:146] stock initialization finished in 282 milliseconds.
I0911 22:08:42.421427 51316 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0911 22:08:42.421443 51316 Coordinator.h:42] Coordinator initializes 2 workers.
I0911 22:08:42.422755 51316 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0911 22:08:42.496169 51316 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0911 22:08:42.496555 51330 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0911 22:08:42.496891 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.496908 51316 Coordinator.h:423] Coordinator 0 connected to 1
I0911 22:08:42.497112 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497118 51316 Coordinator.h:423] Coordinator 0 connected to 2
I0911 22:08:42.497254 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497259 51316 Coordinator.h:423] Coordinator 0 connected to 3
I0911 22:08:42.497383 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497388 51316 Coordinator.h:423] Coordinator 0 connected to 4
I0911 22:08:42.497504 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497509 51316 Coordinator.h:423] Coordinator 0 connected to 5
I0911 22:08:42.497629 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497640 51316 Coordinator.h:423] Coordinator 0 connected to 6
I0911 22:08:42.497758 51316 Socket.h:69] Disabling nagle
I0911 22:08:42.497763 51316 Coordinator.h:423] Coordinator 0 connected to 7
I0911 22:08:47.496742 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.496753 51330 Coordinator.h:383] Listener accepted connection from coordinator 2
I0911 22:08:47.496764 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.496766 51330 Coordinator.h:383] Listener accepted connection from coordinator 3
I0911 22:08:47.496773 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.496775 51330 Coordinator.h:383] Listener accepted connection from coordinator 1
I0911 22:08:47.496780 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.496783 51330 Coordinator.h:383] Listener accepted connection from coordinator 5
I0911 22:08:47.496990 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.496994 51330 Coordinator.h:383] Listener accepted connection from coordinator 4
I0911 22:08:47.497038 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.497041 51330 Coordinator.h:383] Listener accepted connection from coordinator 6
I0911 22:08:47.497046 51330 Socket.h:69] Disabling nagle
I0911 22:08:47.497048 51330 Coordinator.h:383] Listener accepted connection from coordinator 7
I0911 22:08:47.497051 51330 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0911 22:08:47.497138 51316 Coordinator.h:435] Coordinator 0 connected to all peers.
I0911 22:08:47.497174 51316 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0911 22:08:47.497189 51316 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0911 22:08:47.497257 51331 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0911 22:08:47.497301 51316 Coordinator.h:146] Coordinator starts to run 3 workers.
I0911 22:08:47.497320 51332 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0911 22:08:47.497387 51333 Executor.h:74] Executor 0 starts.
I0911 22:08:47.497427 51333 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0911 22:08:47.497469 51334 Executor.h:74] Executor 1 starts.
I0911 22:08:47.497509 51334 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0911 22:08:47.497680 51335 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0911 22:08:48.497525 51316 Coordinator.h:237] commit: 56971 abort: 5111 (272/4348/491), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 387868, avg network size: 6.80817, si_in_serializable: 0 0 %, local: 25.2005 %, local_access: 829974, local_cxl_access: 114 (0.0137354%), remote_access: 14771, remote_access_with_req: 12775 (86.487%), data_move_in: 12572, n_data_move_out: 12557
I0911 22:08:59.498608 51316 Coordinator.h:237] commit: 54609 abort: 4929 (246/4195/488), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 371300, avg network size: 6.79925, si_in_serializable: 0 0 %, local: 25.3035 %, local_access: 797018, local_cxl_access: 100 (0.0125468%), remote_access: 14260, remote_access_with_req: 12233 (85.7854%), data_move_in: 12078, n_data_move_out: 12074
I0911 22:09:00.498700 51316 Coordinator.h:237] commit: 54828 abort: 4974 (296/4231/447), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 370384, avg network size: 6.75538, si_in_serializable: 0 0 %, local: 25.0967 %, local_access: 795526, local_cxl_access: 121 (0.0152101%), remote_access: 14119, remote_access_with_req: 12202 (86.4226%), data_move_in: 12278, n_data_move_out: 12285
I0911 22:09:01.498792 51316 Coordinator.h:237] commit: 54476 abort: 4995 (292/4230/473), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 371704, avg network size: 6.82326, si_in_serializable: 0 0 %, local: 25.257 %, local_access: 790940, local_cxl_access: 100 (0.0126432%), remote_access: 14181, remote_access_with_req: 12240 (86.3127%), data_move_in: 12326, n_data_move_out: 12317
I0911 22:09:02.498883 51316 Coordinator.h:237] commit: 53918 abort: 5073 (276/4332/465), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 372180, avg network size: 6.9027, si_in_serializable: 0 0 %, local: 25.4553 %, local_access: 779517, local_cxl_access: 116 (0.014881%), remote_access: 14182, remote_access_with_req: 12228 (86.222%), data_move_in: 11895, n_data_move_out: 11898
I0911 22:09:03.498975 51316 Coordinator.h:237] commit: 54498 abort: 5070 (258/4359/453), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 365388, avg network size: 6.70461, si_in_serializable: 0 0 %, local: 24.9385 %, local_access: 792662, local_cxl_access: 107 (0.0134988%), remote_access: 14054, remote_access_with_req: 12041 (85.6767%), data_move_in: 11790, n_data_move_out: 11786
I0911 22:09:04.499061 51316 Coordinator.h:237] commit: 54182 abort: 4835 (259/4109/467), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 369152, avg network size: 6.81319, si_in_serializable: 0 0 %, local: 25.1467 %, local_access: 781885, local_cxl_access: 122 (0.0156033%), remote_access: 14026, remote_access_with_req: 12157 (86.6747%), data_move_in: 12050, n_data_move_out: 12061
I0911 22:09:05.499153 51316 Coordinator.h:237] commit: 54169 abort: 4848 (255/4145/448), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 369968, avg network size: 6.82988, si_in_serializable: 0 0 %, local: 25.4168 %, local_access: 783384, local_cxl_access: 89 (0.011361%), remote_access: 14133, remote_access_with_req: 12185 (86.2167%), data_move_in: 11883, n_data_move_out: 11877
I0911 22:09:06.499245 51316 Coordinator.h:237] commit: 53758 abort: 5073 (291/4323/459), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 365752, avg network size: 6.80368, si_in_serializable: 0 0 %, local: 25.2614 %, local_access: 781576, local_cxl_access: 97 (0.0124108%), remote_access: 13980, remote_access_with_req: 12032 (86.0658%), data_move_in: 11911, n_data_move_out: 11907
I0911 22:09:07.499333 51316 Coordinator.h:237] commit: 54260 abort: 4841 (260/4118/463), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 366792, avg network size: 6.7599, si_in_serializable: 0 0 %, local: 25.1714 %, local_access: 783737, local_cxl_access: 105 (0.0133974%), remote_access: 14060, remote_access_with_req: 12067 (85.825%), data_move_in: 12019, n_data_move_out: 12020
I0911 22:09:08.499420 51316 Coordinator.h:237] commit: 54202 abort: 4863 (251/4159/453), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 367312, avg network size: 6.77672, si_in_serializable: 0 0 %, local: 25.2223 %, local_access: 785748, local_cxl_access: 109 (0.0138721%), remote_access: 14045, remote_access_with_req: 12095 (86.1161%), data_move_in: 11883, n_data_move_out: 11884
I0911 22:09:09.499514 51316 Coordinator.h:237] commit: 54305 abort: 4830 (256/4150/424), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 365044, avg network size: 6.72211, si_in_serializable: 0 0 %, local: 24.9572 %, local_access: 783907, local_cxl_access: 102 (0.0130117%), remote_access: 13984, remote_access_with_req: 12018 (85.9411%), data_move_in: 11845, n_data_move_out: 11847
I0911 22:09:10.499603 51316 Coordinator.h:237] commit: 53812 abort: 4864 (252/4169/443), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 366312, avg network size: 6.80725, si_in_serializable: 0 0 %, local: 25.3159 %, local_access: 778599, local_cxl_access: 103 (0.0132289%), remote_access: 14001, remote_access_with_req: 12062 (86.151%), data_move_in: 11685, n_data_move_out: 11687
I0911 22:09:11.499691 51316 Coordinator.h:237] commit: 53686 abort: 4799 (269/4104/426), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 360760, avg network size: 6.71982, si_in_serializable: 0 0 %, local: 24.9916 %, local_access: 779633, local_cxl_access: 110 (0.0141092%), remote_access: 13722, remote_access_with_req: 11878 (86.5617%), data_move_in: 11712, n_data_move_out: 11714
I0911 22:09:12.499783 51316 Coordinator.h:237] commit: 53207 abort: 4996 (265/4272/459), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 365428, avg network size: 6.86804, si_in_serializable: 0 0 %, local: 25.4572 %, local_access: 771630, local_cxl_access: 122 (0.0158107%), remote_access: 14081, remote_access_with_req: 12037 (85.484%), data_move_in: 11757, n_data_move_out: 11745
I0911 22:09:13.499873 51316 Coordinator.h:237] commit: 53484 abort: 4859 (255/4139/465), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 360164, avg network size: 6.73405, si_in_serializable: 0 0 %, local: 25.1384 %, local_access: 776319, local_cxl_access: 109 (0.0140406%), remote_access: 13864, remote_access_with_req: 11866 (85.5886%), data_move_in: 11731, n_data_move_out: 11739
I0911 22:09:14.499958 51316 Coordinator.h:237] commit: 53453 abort: 4827 (282/4071/474), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 361684, avg network size: 6.76639, si_in_serializable: 0 0 %, local: 25.1193 %, local_access: 776409, local_cxl_access: 113 (0.0145542%), remote_access: 13773, remote_access_with_req: 11925 (86.5824%), data_move_in: 11863, n_data_move_out: 11857
I0911 22:09:15.500052 51316 Coordinator.h:237] commit: 52872 abort: 5087 (250/4400/437), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 359616, avg network size: 6.80163, si_in_serializable: 0 0 %, local: 25.2364 %, local_access: 771057, local_cxl_access: 102 (0.0132286%), remote_access: 13770, remote_access_with_req: 11846 (86.0276%), data_move_in: 11876, n_data_move_out: 11880
I0911 22:09:16.500138 51316 Coordinator.h:237] commit: 53338 abort: 4809 (250/4125/434), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 357196, avg network size: 6.69684, si_in_serializable: 0 0 %, local: 25.0459 %, local_access: 770009, local_cxl_access: 106 (0.0137661%), remote_access: 13639, remote_access_with_req: 11764 (86.2527%), data_move_in: 11793, n_data_move_out: 11792
I0911 22:09:17.500226 51316 Coordinator.h:237] commit: 52703 abort: 4863 (272/4158/433), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 358980, avg network size: 6.81138, si_in_serializable: 0 0 %, local: 25.2509 %, local_access: 762992, local_cxl_access: 120 (0.0157276%), remote_access: 13726, remote_access_with_req: 11826 (86.1577%), data_move_in: 11767, n_data_move_out: 11763
I0911 22:09:18.500319 51316 Coordinator.h:237] commit: 52534 abort: 4854 (283/4110/461), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 358144, avg network size: 6.81738, si_in_serializable: 0 0 %, local: 25.355 %, local_access: 763897, local_cxl_access: 114 (0.0149235%), remote_access: 13796, remote_access_with_req: 11787 (85.4378%), data_move_in: 11788, n_data_move_out: 11801
I0911 22:09:19.500411 51316 Coordinator.h:237] commit: 53475 abort: 4780 (251/4088/441), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 356520, avg network size: 6.66704, si_in_serializable: 0 0 %, local: 24.791 %, local_access: 772760, local_cxl_access: 103 (0.0133288%), remote_access: 13757, remote_access_with_req: 11746 (85.382%), data_move_in: 11794, n_data_move_out: 11779
I0911 22:09:20.500499 51316 Coordinator.h:237] commit: 53082 abort: 4839 (258/4092/489), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 359208, avg network size: 6.76704, si_in_serializable: 0 0 %, local: 25.1008 %, local_access: 773805, local_cxl_access: 127 (0.0164124%), remote_access: 13821, remote_access_with_req: 11837 (85.645%), data_move_in: 11832, n_data_move_out: 11844
I0911 22:09:21.500582 51316 Coordinator.h:237] commit: 52617 abort: 4734 (251/4000/483), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 359520, avg network size: 6.83277, si_in_serializable: 0 0 %, local: 25.277 %, local_access: 766013, local_cxl_access: 97 (0.012663%), remote_access: 13752, remote_access_with_req: 11836 (86.0675%), data_move_in: 11702, n_data_move_out: 11691
I0911 22:09:22.500661 51316 Coordinator.h:237] commit: 52410 abort: 5014 (273/4304/437), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 355820, avg network size: 6.78916, si_in_serializable: 0 0 %, local: 25.2013 %, local_access: 758584, local_cxl_access: 114 (0.015028%), remote_access: 13741, remote_access_with_req: 11715 (85.2558%), data_move_in: 11662, n_data_move_out: 11668
